ID,Paper,No,Cell,Type,Phase,Genl,Ion,Charge,Irmods,LET,E,alpha_x,beta_x,alpha_l,beta_l
69,zhou06,1,V79,n,a,5.6,12C,6,m,100,18.5,0.098,0.027,1.026,0
70,jenner93,1,V79,n,a,5.6,4He,2,m,120,0.81,0.055,0.025,1.541,0
71,furusawa02,1,V79,n,a,5.6,40Ar,18,m,86,575,0.193,0.027,0.997,0
71,furusawa02,2,V79,n,a,5.6,58Fe,26,m,442,115,0.183,0.016,0.831,0
72,takahashi01,1,SASmp53,t,a,6,12C,6,m,30,83,0.098,0.026,0.107,0.09
72,takahashi01,2,SASmp53,t,a,6,12C,6,m,70,28.5,0.098,0.026,0.803,0
72,takahashi01,3,SASmp53,t,a,6,12C,6,m,100,18.5,0.098,0.026,1.112,0
72,takahashi01,4,SASmp53,t,a,6,12C,6,m,150,11,0.098,0.026,0.802,0
72,takahashi01,5,SASneo,t,a,6,12C,6,m,30,83,0.24,0.024,0.2,0.092
72,takahashi01,6,SASneo,t,a,6,12C,6,m,70,28.5,0.24,0.024,0.889,0
72,takahashi01,7,SASneo,t,a,6,12C,6,m,100,18.5,0.24,0.024,0.128,0
72,takahashi01,8,SASneo,t,a,6,12C,6,m,150,11,0.24,0.024,0.847,0
73,bettega05,1,AG1522,n,a,6,56Fe,26,m,442,200,0.765,0,0.292,0.398
73,bettega05,2,AG1522,n,a,6,56Fe,26,m,200,500,0.765,0,1.126,0.214
73,bettega05,3,AG1522,n,a,6,56Fe,26,m,147,1000,0.765,0,0.796,0.618
73,bettega05,4,AG1522,n,a,6,48Ti,22,m,106,970,0.765,0,0.808,0.535
73,bettega05,5,AG1522,n,a,6,26Si,14,m,56,490,0.765,0,0.887,0.429
74,ibanez09,1,B16-F0,t,a,5.6,1H,1,m,3.4,14.4,0.1,0.046,0.073,0.049
74,ibanez09,2,B16-F0,t,a,5.6,1H,1,m,14,2.9,0.1,0.046,0.61,0
74,ibanez09,3,B16-F0,t,a,5.6,6Li,3,m,135,14,0.1,0.046,1.24,0
75,hellweg11,1,HEK,n,a,6,13C,6,m,33.2,72.4,0.26,0.102,1.3,0
75,hellweg11,2,HEK,n,a,6,13C,6,m,73.2,27.8,0.26,0.102,1.63,0
76,napolitano92,1,C3H10T1/2,n,G0/G1,5.6,4He,2,m,177,0.45,0.27,0.03,1.3,0
77,hill04,1,V79-4,n,a,5.6,4He,2,m,121,3.26,0.111,0.03,1.65,0
77,hill04,2,V79-4,n,a,5.6,4He,2,m,121,3.26,0.111,0.03,1.38,0.102
77,hill04,3,irs1,n,a,5.6,4He,2,m,121,3.26,0.745,0,2.29,0
77,hill04,4,irs2,n,a,5.6,4He,2,m,121,3.26,0.609,0.071,2.63,0
77,hill04,5,irs3,n,a,5.6,4He,2,m,121,3.26,0.403,0.04,2.16,0
77,hill04,6,CHO-K1,n,a,5.6,4He,2,m,121,3.26,0.24,0.035,1.36,0
77,hill04,7,xrs5,n,a,5.6,4He,2,m,121,3.26,1.86,0,2.91,0
